USER_ID,age,ind_nuevo,antiguedad,renta,segmento
21220,52,0,178,107110.17,01 - TOP
21380,48,0,219,248694.99,02 - PARTICULARES
21417,50,0,239,292787.58,02 - PARTICULARES
21720,50,0,238,82690.68000000001,02 - PARTICULARES
21764,58,0,239,146352.90000000002,02 - PARTICULARES
21959,86,0,215,75389.31,02 - PARTICULARES
22319,51,0,238,243300.03,02 - PARTICULARES
22466,60,0,238,155518.13999999998,02 - PARTICULARES
22526,56,0,230,183018.12,02 - PARTICULARES
22632,82,0,231,84847.02,02 - PARTICULARES
22694,46,0,238,107220.36000000002,02 - PARTICULARES
22701,51,0,128,66292.86,02 - PARTICULARES
22966,55,0,238,139952.76,02 - PARTICULARES
22993,51,0,175,229005.99,02 - PARTICULARES
23029,88,0,189,100863.6,02 - PARTICULARES
23042,61,0,225,199287.39,02 - PARTICULARES
23066,56,0,238,368880.72,02 - PARTICULARES
23118,59,0,238,225630.15,02 - PARTICULARES
23199,54,0,211,183300.24,02 - PARTICULARES
23359,68,0,238,147555.99,02 - PARTICULARES
23400,59,0,238,185239.68,02 - PARTICULARES
23569,68,0,238,104897.13,02 - PARTICULARES
23648,48,0,125,275456.25,02 - PARTICULARES
23710,54,0,237,233066.4,02 - PARTICULARES
23822,42,0,232,56026.59,02 - PARTICULARES
23829,50,0,237,100374.81,02 - PARTICULARES
23890,47,0,237,116617.5,02 - PARTICULARES
23935,61,0,237,61801.68000000001,02 - PARTICULARES
24022,52,0,237,142341.12,02 - PARTICULARES
24047,44,0,237,127060.95,02 - PARTICULARES
24065,45,0,237,215218.23,02 - PARTICULARES
24066,61,0,237,86586.33,02 - PARTICULARES
24090,40,0,237,351956.79,01 - TOP
24199,55,0,178,298993.35,02 - PARTICULARES
24266,51,0,237,39975.96,02 - PARTICULARES
24308,45,0,237,228745.05,01 - TOP
24352,53,0,205,128529.33,02 - PARTICULARES
24393,82,0,237,197949.45,02 - PARTICULARES
24470,66,0,128,275654.37,02 - PARTICULARES
24526,71,0,237,120397.65,02 - PARTICULARES
24562,47,0,237,66079.86,02 - PARTICULARES
24592,80,0,237,556775.88,02 - PARTICULARES
24628,45,0,233,198586.71,02 - PARTICULARES
24707,83,0,237,30799.26,02 - PARTICULARES
24779,62,0,237,109663.62,02 - PARTICULARES
25027,64,0,237,118637.28,02 - PARTICULARES
25081,67,0,96,129436.13999999998,02 - PARTICULARES
25099,79,0,237,87733.77,02 - PARTICULARES
25140,62,0,237,105970.98,01 - TOP
25155,53,0,237,79005.54000000001,02 - PARTICULARES
25185,69,0,237,72306.58499999999,02 - PARTICULARES
25271,54,0,200,179638.29,02 - PARTICULARES
25358,61,0,237,97677.69,02 - PARTICULARES
25362,52,0,174,142341.12,02 - PARTICULARES
25423,42,0,237,263471.91000000003,02 - PARTICULARES
25533,92,0,232,167376.0,01 - TOP
25574,68,0,237,216580.98,01 - TOP
25667,56,0,237,245495.46,01 - TOP
25728,80,0,237,114244.11000000002,02 - PARTICULARES
25794,87,0,113,192214.71,02 - PARTICULARES
25891,50,0,237,136234.11000000002,02 - PARTICULARES
25919,53,0,201,28211.13,02 - PARTICULARES
25928,53,0,237,99305.01,02 - PARTICULARES
25938,52,0,237,69749.91,02 - PARTICULARES
25983,50,0,237,279073.74,02 - PARTICULARES
25997,53,0,237,198316.2,02 - PARTICULARES
25999,69,0,213,96434.67,02 - PARTICULARES
26007,104,0,237,106328.01,02 - PARTICULARES
26120,67,0,237,289749.0,02 - PARTICULARES
26123,65,0,237,129140.52,02 - PARTICULARES
26238,58,0,237,123946.02,02 - PARTICULARES
26316,66,0,237,74607.09,02 - PARTICULARES
26432,60,0,237,110693.4,02 - PARTICULARES
26446,52,0,84,310259.13,02 - PARTICULARES
26461,82,0,237,39975.96,02 - PARTICULARES
26490,73,0,237,50974.05,02 - PARTICULARES
26514,51,0,83,137546.49,02 - PARTICULARES
26552,66,0,237,99832.35,02 - PARTICULARES
26569,93,0,237,156953.7,02 - PARTICULARES
26639,61,0,237,172881.38999999998,02 - PARTICULARES
26656,65,0,223,250136.07,01 - TOP
26739,86,0,237,43621.17,02 - PARTICULARES
26800,60,0,237,129436.13999999998,02 - PARTICULARES
26898,50,0,214,65958.9,02 - PARTICULARES
27089,45,0,236,60507.54,02 - PARTICULARES
27119,50,0,236,109523.16,02 - PARTICULARES
27152,56,0,236,142341.12,02 - PARTICULARES
27243,44,0,211,255399.45,02 - PARTICULARES
27285,63,0,236,225431.28,02 - PARTICULARES
27321,54,0,236,385800.84,02 - PARTICULARES
27322,88,0,236,65127.45,02 - PARTICULARES
27422,51,0,236,161797.11000000002,02 - PARTICULARES
27431,58,0,236,414115.98,02 - PARTICULARES
27435,87,0,236,601807.3200000001,01 - TOP
27586,77,0,236,115605.87,02 - PARTICULARES
27607,77,0,236,149715.3,02 - PARTICULARES
27938,70,0,182,88978.035,02 - PARTICULARES
27985,51,0,111,78169.23,02 - PARTICULARES
28148,48,0,235,82571.52,02 - PARTICULARES
28188,53,0,211,85604.81999999999,02 - PARTICULARES
28251,85,0,236,604520.91,01 - TOP
28268,62,0,236,117151.08,02 - PARTICULARES
28381,40,0,236,111133.83,02 - PARTICULARES
28389,53,0,235,97677.69,02 - PARTICULARES
28393,48,0,236,45079.26,02 - PARTICULARES
28608,49,0,10,70041.72,02 - PARTICULARES
28809,96,0,235,253432.26,02 - PARTICULARES
29002,39,0,232,132437.91,02 - PARTICULARES
29054,54,0,235,99195.81,02 - PARTICULARES
29496,49,0,222,65313.60000000001,03 - UNIVERSITARIO
29501,47,0,235,198604.35,02 - PARTICULARES
29561,53,0,235,160854.48,01 - TOP
29587,61,0,235,215101.95,01 - TOP
29642,47,0,231,182384.61,02 - PARTICULARES
29756,47,0,235,97639.56,02 - PARTICULARES
29789,48,0,235,133985.34,01 - TOP
29871,59,0,235,125185.02,02 - PARTICULARES
29887,115,0,235,62348.73,02 - PARTICULARES
29957,59,0,235,41850.93,02 - PARTICULARES
30033,56,0,235,97677.69,02 - PARTICULARES
30110,52,0,206,142341.12,02 - PARTICULARES
30243,63,0,235,72604.23,02 - PARTICULARES
30370,49,0,235,169937.97,02 - PARTICULARES
30594,48,0,234,66270.99,02 - PARTICULARES
30749,77,0,234,66132.0,02 - PARTICULARES
30773,46,0,234,708709.38,02 - PARTICULARES
31127,47,0,234,99436.92,02 - PARTICULARES
31158,50,0,233,396657.09,02 - PARTICULARES
31257,63,0,234,225441.78,02 - PARTICULARES
31468,64,0,234,120413.63999999998,02 - PARTICULARES
31509,52,0,212,155621.46,02 - PARTICULARES
31696,48,0,234,156605.40000000002,02 - PARTICULARES
31895,67,0,169,118090.08,02 - PARTICULARES
31926,54,0,234,142109.7,02 - PARTICULARES
31929,59,0,224,85862.67,02 - PARTICULARES
32084,39,0,33,128318.52,02 - PARTICULARES
32192,56,0,199,156390.54,02 - PARTICULARES
32218,46,0,233,128093.67,02 - PARTICULARES
32517,46,0,230,141096.36000000002,02 - PARTICULARES
32563,50,0,234,129729.24,02 - PARTICULARES
32644,53,0,233,332428.59,02 - PARTICULARES
32666,48,0,233,100998.48,02 - PARTICULARES
32722,59,0,233,28348.47,02 - PARTICULARES
32791,50,0,233,239995.95,01 - TOP
32840,62,0,169,137442.09,02 - PARTICULARES
32878,48,0,202,92834.25,02 - PARTICULARES
32926,56,0,202,142341.12,02 - PARTICULARES
32945,61,0,231,123908.7,02 - PARTICULARES
32979,49,0,233,240923.28,02 - PARTICULARES
33102,58,0,233,204145.26,02 - PARTICULARES
33128,52,0,233,269932.92,02 - PARTICULARES
33188,71,0,233,236059.98,02 - PARTICULARES
33308,55,0,233,125832.51,02 - PARTICULARES
33352,71,0,180,149257.23,02 - PARTICULARES
33653,53,0,233,99436.92,02 - PARTICULARES
33679,51,0,225,1194116.61,03 - UNIVERSITARIO
33773,46,0,217,184783.26,02 - PARTICULARES
33864,57,0,233,142341.12,02 - PARTICULARES
33913,81,0,233,96316.77,02 - PARTICULARES
33945,52,0,232,39975.96,02 - PARTICULARES
33985,47,0,233,171777.27,02 - PARTICULARES
34007,49,0,140,121636.65,02 - PARTICULARES
34187,54,0,221,180871.41,01 - TOP
34238,83,0,232,183030.9,02 - PARTICULARES
34241,55,0,232,142341.12,02 - PARTICULARES
34247,59,0,232,92897.01,02 - PARTICULARES
34249,71,0,168,113205.42,02 - PARTICULARES
34372,51,0,232,134006.16,02 - PARTICULARES
34407,48,0,232,207260.76,02 - PARTICULARES
34479,49,0,232,86090.45999999999,02 - PARTICULARES
34531,73,0,232,221109.21,02 - PARTICULARES
34555,69,0,232,244768.41,01 - TOP
34561,57,0,232,97932.66,02 - PARTICULARES
34614,47,0,227,91331.97,02 - PARTICULARES
35020,55,0,232,130404.51,02 - PARTICULARES
35277,52,0,231,142341.12,02 - PARTICULARES
35333,65,0,232,276145.80000000005,02 - PARTICULARES
35373,55,0,232,264130.68,02 - PARTICULARES
35378,52,0,182,183309.21,02 - PARTICULARES
35912,77,0,232,225794.1,02 - PARTICULARES
36008,41,0,232,183063.12,02 - PARTICULARES
36013,45,0,216,49360.56,01 - TOP
36058,68,0,229,185996.16,01 - TOP
36077,66,0,231,281138.82,01 - TOP
36099,67,0,231,97677.69,02 - PARTICULARES
36100,72,0,166,68860.59,01 - TOP
36151,48,0,231,79425.20999999999,02 - PARTICULARES
36276,59,0,164,156867.63,02 - PARTICULARES
36337,47,0,231,139559.58000000002,02 - PARTICULARES
36376,71,0,231,329255.64,02 - PARTICULARES
36483,54,0,225,155751.33000000002,02 - PARTICULARES
36553,51,0,231,159638.88,02 - PARTICULARES
36848,72,0,228,92897.01,01 - TOP
37013,90,0,45,322975.23,02 - PARTICULARES
37049,48,0,126,74725.14,02 - PARTICULARES
37053,50,0,231,432946.17,02 - PARTICULARES
37155,58,0,101,37247.4,02 - PARTICULARES
37245,72,0,170,370684.56,01 - TOP
37469,52,0,231,82284.48,02 - PARTICULARES
37621,49,0,231,137144.25,02 - PARTICULARES
37694,58,0,231,97857.6,02 - PARTICULARES
37719,76,0,231,71420.25,02 - PARTICULARES
37832,72,0,231,93674.55,02 - PARTICULARES
37836,85,0,231,89847.39,02 - PARTICULARES
37862,58,0,231,202808.13,01 - TOP
37889,45,0,231,674952.87,01 - TOP
37972,67,0,231,200842.77,02 - PARTICULARES
38137,51,0,229,149891.16,01 - TOP
38204,62,0,229,269270.37,02 - PARTICULARES
38243,78,0,84,85349.25,02 - PARTICULARES
38366,84,0,199,111905.28,02 - PARTICULARES
38509,46,0,231,140312.73,02 - PARTICULARES
38510,44,0,231,1433301.24,02 - PARTICULARES
38581,51,0,231,351449.43,03 - UNIVERSITARIO
38610,53,0,111,290173.02,02 - PARTICULARES
38637,55,0,208,94041.96,02 - PARTICULARES
38993,61,0,230,328457.1,02 - PARTICULARES
39069,44,0,230,125588.01,02 - PARTICULARES
39176,74,0,230,142341.12,02 - PARTICULARES
39495,68,0,230,110530.2,02 - PARTICULARES
39640,66,0,230,116263.8,02 - PARTICULARES
40012,60,0,230,197372.4,02 - PARTICULARES
40243,63,0,112,357705.21,01 - TOP
40287,61,0,230,142341.12,01 - TOP
40351,54,0,217,499229.58,01 - TOP
40361,48,0,230,130653.24,02 - PARTICULARES
40447,47,0,209,116262.09,02 - PARTICULARES
40839,77,0,222,97919.43,02 - PARTICULARES
41184,43,0,149,99432.9,02 - PARTICULARES
41265,52,0,229,170261.22,02 - PARTICULARES
41385,86,0,229,234983.4,02 - PARTICULARES
41445,44,0,229,36351.42,02 - PARTICULARES
41510,57,0,207,160245.51,02 - PARTICULARES
41566,50,0,229,164360.16,02 - PARTICULARES
41729,53,0,229,229889.94,02 - PARTICULARES
41872,47,0,229,423881.88,01 - TOP
41903,47,0,229,83447.64,02 - PARTICULARES
41916,54,0,229,197864.07,02 - PARTICULARES
41929,54,0,185,227538.99,01 - TOP
42068,68,0,229,81161.31,02 - PARTICULARES
42132,72,0,211,357740.85,02 - PARTICULARES
42229,61,0,198,60223.77,02 - PARTICULARES
42264,55,0,165,106135.92,02 - PARTICULARES
42271,47,0,228,43689.75,01 - TOP
42318,45,0,229,185370.39,02 - PARTICULARES
42454,55,0,103,237873.09,02 - PARTICULARES
42984,64,0,228,84191.43000000001,02 - PARTICULARES
43046,47,0,228,142341.12,02 - PARTICULARES
43164,51,0,228,44827.38,02 - PARTICULARES
43173,63,0,208,73058.81999999999,02 - PARTICULARES
43209,60,0,228,46043.13,01 - TOP
43217,65,0,228,85794.93000000001,02 - PARTICULARES
43253,63,0,228,126633.72,02 - PARTICULARES
43424,42,0,228,37359.84,02 - PARTICULARES
43448,63,0,221,118940.13,01 - TOP
43622,62,0,228,205689.24,02 - PARTICULARES
43646,80,0,228,64997.43000000001,01 - TOP
44012,42,0,6,97601.04,02 - PARTICULARES
44183,68,0,228,170076.69,02 - PARTICULARES
44335,50,0,228,234674.52,02 - PARTICULARES
44423,44,0,227,112836.9,02 - PARTICULARES
44436,49,0,165,58777.29,02 - PARTICULARES
44602,50,0,227,78244.73999999999,02 - PARTICULARES
44617,45,0,160,207798.69,01 - TOP
44675,81,0,140,88557.45000000003,02 - PARTICULARES
44697,43,0,227,66188.37,02 - PARTICULARES
44918,47,0,227,52505.64,02 - PARTICULARES
45116,70,0,227,140010.24,02 - PARTICULARES
45133,68,0,227,39975.96,02 - PARTICULARES
45304,56,0,226,105946.11000000002,02 - PARTICULARES
45563,80,0,226,126832.74,02 - PARTICULARES
45728,69,0,226,212354.22000000003,02 - PARTICULARES
45778,47,0,111,186379.68,02 - PARTICULARES
45836,50,0,226,206793.24,02 - PARTICULARES
45866,58,0,226,195995.1,02 - PARTICULARES
45948,71,0,121,1009978.2,01 - TOP
46144,54,0,225,386092.47,02 - PARTICULARES
46185,74,0,161,124464.12,02 - PARTICULARES
46484,70,0,225,33822.21,02 - PARTICULARES
46488,54,0,173,135535.29,02 - PARTICULARES
46609,50,1,5,192480.27,02 - PARTICULARES
46668,54,0,223,39975.96,02 - PARTICULARES
46743,67,0,155,47145.0,02 - PARTICULARES
46821,49,0,225,266930.04,02 - PARTICULARES
46924,54,0,175,124020.87,02 - PARTICULARES
46925,57,0,225,188778.63,02 - PARTICULARES
46926,54,0,224,145279.98,02 - PARTICULARES
46984,63,0,212,85604.81999999999,02 - PARTICULARES
46985,48,0,225,216609.06,01 - TOP
46997,49,0,225,129836.49,02 - PARTICULARES
47044,60,0,223,207870.66,02 - PARTICULARES
47169,75,0,225,80008.08,02 - PARTICULARES
47373,55,0,180,311787.78,02 - PARTICULARES
47460,61,0,185,84014.22,02 - PARTICULARES
47468,47,0,224,80326.95000000001,01 - TOP
47479,52,0,103,54927.45,02 - PARTICULARES
47483,48,0,224,104563.8,02 - PARTICULARES
47490,48,0,225,240681.96,01 - TOP
47659,85,0,221,121884.33,02 - PARTICULARES
47861,97,0,225,76590.20999999999,02 - PARTICULARES
47864,49,0,225,133503.99,02 - PARTICULARES
48075,55,0,182,85030.98,02 - PARTICULARES
48160,49,0,225,85604.81999999999,02 - PARTICULARES
48166,57,0,225,159841.98,01 - TOP
48231,55,0,225,63609.54,02 - PARTICULARES
48256,88,0,225,699284.22,02 - PARTICULARES
48492,47,0,225,108635.73,02 - PARTICULARES
48502,53,0,225,160540.83000000002,02 - PARTICULARES
48506,43,0,206,141446.40000000002,02 - PARTICULARES
48698,44,0,225,96923.22,02 - PARTICULARES
48722,54,0,225,74607.09,02 - PARTICULARES
48954,54,0,225,159702.75,02 - PARTICULARES
49058,58,0,224,244308.78,02 - PARTICULARES
49130,69,0,224,142341.12,02 - PARTICULARES
49176,49,0,224,182785.26,02 - PARTICULARES
49390,51,0,224,106698.42,02 - PARTICULARES
49408,60,0,224,307370.85,01 - TOP
49425,46,0,223,202783.26,02 - PARTICULARES
49464,47,0,224,66780.0,02 - PARTICULARES
49492,41,0,224,142341.12,02 - PARTICULARES
49532,59,0,224,261766.08,02 - PARTICULARES
49538,48,0,89,114283.32,02 - PARTICULARES
49779,63,0,224,109203.09,02 - PARTICULARES
49873,47,0,224,37337.61,02 - PARTICULARES
49892,49,0,224,385508.52,01 - TOP
49928,45,0,224,99857.4,02 - PARTICULARES
49985,54,0,222,369507.3000000001,02 - PARTICULARES
50008,45,0,224,142341.12,02 - PARTICULARES
50020,69,0,224,142341.12,02 - PARTICULARES
50177,53,0,151,70290.45000000001,02 - PARTICULARES
50212,52,0,224,192427.29,02 - PARTICULARES
50215,68,0,224,288202.14,02 - PARTICULARES
50249,53,0,191,97677.69,02 - PARTICULARES
50262,54,0,223,198875.28,02 - PARTICULARES
50324,59,0,224,80434.77,02 - PARTICULARES
50395,59,0,224,144311.34,02 - PARTICULARES
50441,49,0,223,142341.12,02 - PARTICULARES
50519,60,0,224,156162.24,01 - TOP
50599,57,0,224,33571.89,02 - PARTICULARES
50651,91,0,224,72947.52,02 - PARTICULARES
50713,70,0,223,96812.7,01 - TOP
50755,47,0,234,419463.6,02 - PARTICULARES
50823,56,0,190,100322.37,01 - TOP
50878,53,0,223,74607.09,01 - TOP
50899,51,0,222,116904.24,02 - PARTICULARES
50917,51,0,224,76772.49,02 - PARTICULARES
50942,66,0,224,242006.97000000003,02 - PARTICULARES
51001,61,0,224,142341.12,01 - TOP
51071,54,0,224,73150.53,01 - TOP
51089,61,0,224,234205.74,01 - TOP
51184,60,0,217,153983.16,02 - PARTICULARES
51289,49,0,223,42767.49,02 - PARTICULARES
51309,54,0,223,142341.12,02 - PARTICULARES
51377,57,0,223,128731.23,02 - PARTICULARES
51460,91,0,223,157267.32,02 - PARTICULARES
51479,56,0,223,39975.96,02 - PARTICULARES
51496,57,0,223,149094.93,02 - PARTICULARES
51526,51,0,223,111819.03,02 - PARTICULARES
51528,70,0,223,219123.84,01 - TOP
51609,46,0,223,71685.93000000001,02 - PARTICULARES
51627,85,0,223,48110.82,02 - PARTICULARES
51779,49,0,223,136205.55,02 - PARTICULARES
51793,53,0,223,120020.31,02 - PARTICULARES
51876,46,0,223,105260.88,02 - PARTICULARES
52181,46,0,223,138167.13,02 - PARTICULARES
52399,82,0,223,161343.0,02 - PARTICULARES
52405,52,0,223,159941.82,02 - PARTICULARES
52421,43,0,223,75745.59,02 - PARTICULARES
52464,52,0,218,216590.43,02 - PARTICULARES
52524,57,0,223,321352.74,02 - PARTICULARES
52578,52,0,223,201616.2,02 - PARTICULARES
52773,73,0,173,218030.01,02 - PARTICULARES
52971,56,0,223,99436.92,02 - PARTICULARES
53035,84,0,223,649828.77,02 - PARTICULARES
53098,44,0,223,81158.19,02 - PARTICULARES
53169,78,0,88,180139.65000000005,01 - TOP
53210,80,0,8,123776.91,02 - PARTICULARES
53297,52,0,218,91686.36,02 - PARTICULARES
53364,50,0,215,82120.65,02 - PARTICULARES
53506,87,0,207,100709.63999999998,02 - PARTICULARES
53530,69,0,222,144518.97,02 - PARTICULARES
53566,45,0,222,46589.04,02 - PARTICULARES
53687,50,0,222,45126.33,02 - PARTICULARES
53991,47,0,222,158903.40000000002,02 - PARTICULARES
54037,58,0,222,103100.85,01 - TOP
54256,50,0,222,116114.16,02 - PARTICULARES
54496,42,0,222,151153.86000000002,02 - PARTICULARES
54525,53,0,222,90712.47,02 - PARTICULARES
54528,76,0,222,146129.34,01 - TOP
54630,59,0,140,160831.16999999998,02 - PARTICULARES
54685,87,0,222,2719806.45,02 - PARTICULARES
54718,72,0,221,129436.13999999998,02 - PARTICULARES
54798,61,0,211,195597.21,02 - PARTICULARES
55038,58,0,222,126351.72,02 - PARTICULARES
55160,78,0,213,151554.54,02 - PARTICULARES
55180,54,0,222,247357.8,02 - PARTICULARES
55205,45,0,153,142341.12,02 - PARTICULARES
55213,53,0,222,147468.51,02 - PARTICULARES
55218,52,0,222,64033.62,02 - PARTICULARES
55223,74,0,162,199875.12,02 - PARTICULARES
55337,50,0,208,361078.71,02 - PARTICULARES
55351,56,0,75,128243.94,01 - TOP
55456,49,0,222,356596.23,02 - PARTICULARES
55486,54,0,222,184978.38,02 - PARTICULARES
55528,50,0,222,246173.88,02 - PARTICULARES
55788,73,0,211,293292.06,02 - PARTICULARES
55992,48,0,221,49338.48,02 - PARTICULARES
56031,58,0,221,99135.75,02 - PARTICULARES
56323,55,0,221,230219.67,02 - PARTICULARES
56634,43,0,221,93261.6,02 - PARTICULARES
56720,67,0,221,120912.3,02 - PARTICULARES
56839,71,0,162,71764.5,01 - TOP
56916,79,0,184,55787.67,02 - PARTICULARES
56924,48,0,217,117669.09,02 - PARTICULARES
56974,58,0,221,620765.0700000001,01 - TOP
57075,73,0,221,80175.75,02 - PARTICULARES
57080,60,0,221,213270.72000000003,02 - PARTICULARES
57319,47,0,221,178359.87,02 - PARTICULARES
57403,59,0,221,110131.38,02 - PARTICULARES
57469,58,0,200,163904.58000000002,02 - PARTICULARES
57571,48,0,217,43560.60000000001,02 - PARTICULARES
57691,60,0,220,133252.53,02 - PARTICULARES
57722,50,0,221,198374.46,01 - TOP
57757,51,0,221,84925.65,01 - TOP
57861,72,0,214,426180.21,01 - TOP
57890,48,0,221,399314.61,02 - PARTICULARES
57896,46,0,221,165424.74,01 - TOP
58096,50,0,220,99436.92,02 - PARTICULARES
58132,77,0,221,387439.17,02 - PARTICULARES
58287,57,0,221,261137.07,02 - PARTICULARES
58291,70,0,221,193482.63,02 - PARTICULARES
58501,75,0,221,132647.94,01 - TOP
58564,88,0,221,142341.12,02 - PARTICULARES
58639,50,0,221,67545.29999999999,01 - TOP
58646,44,0,221,99932.4,02 - PARTICULARES
58738,50,0,63,65348.04,02 - PARTICULARES
58781,66,0,217,520399.83,02 - PARTICULARES
58786,75,0,220,239241.99,01 - TOP
58837,44,0,220,318900.84,02 - PARTICULARES
58886,56,0,220,65886.66,02 - PARTICULARES
59033,62,0,220,99832.35,02 - PARTICULARES
59118,48,0,220,253502.79,02 - PARTICULARES
59161,44,0,220,43107.84,02 - PARTICULARES
59349,51,0,220,77807.54999999999,02 - PARTICULARES
59449,44,0,220,84424.47,02 - PARTICULARES
59752,50,0,220,125863.77,03 - UNIVERSITARIO
59843,50,0,220,171749.34,01 - TOP
59878,76,0,220,70302.56999999999,02 - PARTICULARES
60052,53,0,220,108543.9,02 - PARTICULARES
60081,62,0,220,72947.52,02 - PARTICULARES
60250,64,0,220,95661.84,02 - PARTICULARES
60280,76,0,220,72306.58499999999,02 - PARTICULARES
60297,45,0,219,154792.5,02 - PARTICULARES
60308,51,0,220,110842.47,01 - TOP
60334,51,0,220,165822.48,02 - PARTICULARES
60523,78,0,220,135045.54,02 - PARTICULARES
60666,48,0,122,95388.9,02 - PARTICULARES
60677,48,0,220,198763.08,02 - PARTICULARES
60718,69,0,196,79438.56,02 - PARTICULARES
60733,49,0,220,83261.06999999999,02 - PARTICULARES
60794,84,0,220,370856.76,02 - PARTICULARES
60840,84,0,150,167959.8,02 - PARTICULARES
60907,63,0,220,412947.18,02 - PARTICULARES
60953,49,0,220,134144.28,02 - PARTICULARES
60994,48,0,220,133517.7,03 - UNIVERSITARIO
61054,55,0,220,105822.81,02 - PARTICULARES
61133,68,0,219,208196.49,02 - PARTICULARES
61192,50,0,220,174935.22,02 - PARTICULARES
61314,69,0,219,519760.0500000001,02 - PARTICULARES
61384,64,0,219,45093.69,01 - TOP
61386,70,0,211,213623.46,02 - PARTICULARES
61514,44,0,162,55360.35000000001,02 - PARTICULARES
61521,83,0,127,129436.13999999998,02 - PARTICULARES
61550,46,0,219,129436.13999999998,01 - TOP
61718,59,0,219,132046.08000000002,02 - PARTICULARES
61945,46,0,219,121202.22,02 - PARTICULARES
62444,42,0,199,219441.54,01 - TOP
62564,82,0,180,300069.75,02 - PARTICULARES
62575,82,0,219,118934.7,02 - PARTICULARES
62637,56,0,185,86012.88,02 - PARTICULARES
62646,56,0,219,79933.20000000001,02 - PARTICULARES
62815,52,0,219,72306.58499999999,02 - PARTICULARES
62969,58,0,219,211562.1,02 - PARTICULARES
63370,85,0,201,124883.43,01 - TOP
63380,64,0,217,126636.3,02 - PARTICULARES
63423,46,0,218,205805.46,02 - PARTICULARES
63436,54,0,211,82726.17,02 - PARTICULARES
63438,62,0,218,169141.05,02 - PARTICULARES
63469,47,0,218,187071.42,02 - PARTICULARES
63721,64,0,218,145029.36000000002,02 - PARTICULARES
63731,50,0,218,46546.14,02 - PARTICULARES
63850,48,0,218,113050.68,02 - PARTICULARES
63919,57,0,218,204141.66,02 - PARTICULARES
64041,52,0,218,79852.41,02 - PARTICULARES
64066,71,0,218,354141.57,01 - TOP
